fsku,actual_t10,actual_t11,actual_t12,actual_t1,final_fc_t12,ma3_fc_t12,acc_final_t12,acc_ma3_t12,final_fc_t1,ma3_fc_t1,acc_final_t1,acc_ma3_t1,final_fc_t2,final_fc_t3
41.L1.4080.MT483001,3729.0,3810.0,10246,9770,10200,4149.0,99.6%,40.5%,9770,5928.0,100.0%,60.7%,9317,9546
41.L1.4080.MT483001D,492.0,363.0,118,349,438,525.0,0.0%,0.0%,266,324.0,76.2%,92.9%,241,224
41.L1.4080.MT483001V,431.0,353.0,604,1376,492,766.0,81.5%,73.2%,1376,463.0,100.0%,33.6%,894,1514
41.L1.4080.MT483002B,807.0,1291.0,3145,1663,1162,700.0,36.9%,22.2%,1663,1748.0,100.0%,94.9%,2070,2056
41.L1.4080.MT483002D,505.0,803.0,602,405,633,436.0,94.9%,72.5%,643,637.0,41.2%,42.8%,663,645
41.L1.4080.MT483002W,2251.0,5675.0,5173,6396,5108,2724.0,98.7%,52.7%,6396,4366.0,100.0%,68.3%,5957,6010
41.L1.4080.S4101,0.0,0.0,162,412,0,0.0,0.0%,0.0%,81,54.0,19.7%,13.1%,89,101
41.L1.4080.S4103,0.0,0.0,0,138,0,0.0,,,0,0.0,0.0%,0.0%,0,0
41.L1.4080.S4104,0.0,0.0,0,,0,0.0,,,0,0.0,,,0,0
41.L1.4080.S4105,60.0,0.0,0,,0,20.0,,,0,20.0,,,0,0
41.L1.4080.S4106,0.0,0.0,0,27,0,318.0,,,27,0.0,100.0%,0.0%,14,23
41.L1.4080.S4107,0.0,0.0,0,160,0,52.0,,,0,0.0,0.0%,0.0%,0,0
41.L1.4080.S4108,0.0,0.0,18,70,0,31.0,0.0%,29.6%,9,6.0,12.9%,8.6%,10,11
41.L1.4080.S4109,0.0,0.0,41,2,0,32.0,0.0%,78.0%,20,14.0,0.0%,0.0%,22,25
41.L1.4080.S4201,0.0,0.0,0,,0,0.0,,,0,0.0,,,0,0
41.L1.4080.S4204,0.0,18.0,0,,18,6.0,,,5,6.0,,,6,4
41.L1.4080.S4206,0.0,0.0,0,29,0,46.0,,,0,0.0,0.0%,0.0%,0,0
41.L1.4080.S4208,0.0,0.0,2,5,0,3.0,0.0%,33.3%,1,1.0,20.0%,13.3%,1,1
41.L1.4080.U4101,22.0,0.0,41,108,17,24.0,41.5%,59.3%,25,21.0,23.1%,19.4%,25,28
41.L1.4080.U4102,195.0,0.0,41,207,30,76.0,73.2%,15.4%,60,79.0,29.0%,38.0%,42,47
41.L1.4080.U4103,151.0,0.0,0,,50,62.0,,,0,50.0,,,0,0
41.L1.4080.U4104,21.0,42.0,0,,30,25.0,,,17,21.0,,,17,14
41.L1.4080.U4201,114.0,0.0,44,30,25,39.0,56.8%,89.4%,45,53.0,50.0%,24.4%,36,40
41.L1.4080.U4203,8.0,0.0,0,,54,3.0,,,0,3.0,,,0,0
41.L1.4080.UT483001,7658.0,5508.0,6004,5675,5789,5011.0,96.4%,83.5%,6186,6390.0,91.0%,87.4%,5996,6055
41.L1.4080.UT483001D,760.0,60.0,234,208,280,327.0,80.3%,60.1%,287,351.0,62.0%,31.1%,226,246
41.L1.4080.UT483001V,1085.0,638.0,688,889,766,765.0,88.7%,88.8%,752,804.0,84.6%,90.4%,710,718
41.L1.4080.UT483002B,4067.0,1232.0,2651,2145,2092,2207.0,78.9%,83.3%,2508,2650.0,83.1%,76.5%,2296,2431
41.L1.4080.UT483002D,921.0,226.0,647,330,453,518.0,70.0%,80.1%,576,598.0,25.5%,18.8%,527,566
41.L1.4080.UT483002W,6555.0,3808.0,4819,4053,4370,3850.0,90.7%,79.9%,4863,5061.0,80.0%,75.1%,4639,4742
41.L1.5050.91501,8532.0,7427.0,6570,12686,8324,8738.0,73.3%,67.0%,7220,7510.0,56.9%,59.2%,7066,7013
41.L1.5050.91502,3471.0,5039.0,5802,6825,4689,4718.0,80.8%,81.3%,5107,4771.0,74.8%,69.9%,5302,5344
41.L1.5050.91503,8699.0,6866.0,7656,9994,7129,6998.0,93.1%,91.4%,7628,7740.0,76.3%,77.4%,7484,7562
41.L1.5050.91504,10250.0,6391.0,6850,9495,7500,8116.0,90.5%,81.5%,7392,7830.0,77.9%,82.5%,7029,7102
41.L1.5050.91505,7133.0,7792.0,10905,11092,7053,6670.0,64.7%,61.2%,9217,8610.0,83.1%,77.6%,9438,9665
41.L1.5050.91506,7208.0,4989.0,6894,8087,6291,6789.0,91.3%,98.5%,6385,6364.0,79.0%,78.7%,6258,6423
41.L1.5050.91507,6136.0,6633.0,8899,6662,5905,5503.0,66.4%,61.8%,7667,7223.0,84.9%,91.6%,7830,7995
41.L1.5050.91508,3227.0,4083.0,1835,2987,3550,4224.0,6.5%,0.0%,2788,3048.0,93.3%,97.9%,2761,2584
41.L1.5050.M5102,4944.0,1903.0,4866,4982,4704,6065.0,96.7%,75.4%,3993,3904.0,80.1%,78.4%,3837,4090
41.L1.5050.M5103,5202.0,6428.0,6662,8054,7314,8109.0,90.2%,78.3%,6300,6097.0,78.2%,75.7%,6434,6439
41.L1.5050.M5104,4518.0,7483.0,3764,5289,5300,6586.0,59.2%,25.0%,5030,5255.0,95.1%,99.4%,5141,4832
41.L1.5050.M5105,13889.0,9536.0,14911,12746,12691,14069.0,85.1%,94.4%,13094,12779.0,97.3%,99.7%,12928,13374
41.L1.5050.M5151,744.0,138.0,1168,1924,578,770.0,49.5%,65.9%,774,683.0,40.2%,35.5%,765,848
41.L1.5050.M5152,806.0,1349.0,2548,2976,1142,1095.0,44.8%,43.0%,1840,1568.0,61.8%,52.7%,1954,2039
41.L1.5050.M5153,1886.0,612.0,2958,2714,2610,3729.0,88.2%,73.9%,2040,1819.0,75.2%,67.0%,2030,2219
41.L1.5050.M5154,1527.0,662.0,852,258,1075,1206.0,73.8%,58.5%,258,1014.0,100.0%,0.0%,168,258
41.L1.5050.M5155,3952.0,3156.0,8344,6852,4181,4732.0,50.1%,56.7%,5909,5151.0,86.2%,75.2%,6089,6486
41.L1.5050.M5190,60172.0,30660.0,37763,43220,40445,42049.0,92.9%,88.6%,40114,42865.0,92.8%,99.2%,37518,38346
41.L1.5050.M5191,3375.0,3189.0,4346,5774,3478,3640.0,80.0%,83.8%,3805,3637.0,65.9%,63.0%,3844,3933
41.L1.5050.M5192,8670.0,6512.0,3187,7279,5800,6425.0,18.0%,0.0%,5281,6123.0,72.6%,84.1%,4899,4671
41.L1.5050.M5193,5640.0,2905.0,4128,4944,3822,3978.0,92.6%,96.4%,4064,4224.0,82.2%,85.4%,3851,3970
41.L1.5050.MS552001,30496.0,8902.0,9352,11956,9400,15388.0,99.5%,35.5%,13446,16250.0,87.5%,64.1%,11309,11559
41.L1.5050.MS552002,3036.0,1152.0,1476,1861,1866,2277.0,73.6%,45.7%,1691,1888.0,90.9%,98.5%,1519,1562
41.L1.5050.MS552003,838.0,572.0,3188,1956,677,579.0,21.2%,18.2%,1956,1533.0,100.0%,78.4%,2187,2218
41.L1.5050.MS552004,3790.0,1393.0,940,168,1973,1728.0,0.0%,16.2%,168,2041.0,100.0%,0.0%,109,470
41.L1.5050.S5101,1624.0,74.0,1990,2482,1448,2105.0,72.8%,94.2%,1342,1229.0,54.1%,49.5%,1283,1442
41.L1.5050.S5102,21989.0,27380.0,16544,26734,19000,22896.0,85.2%,61.6%,20884,21971.0,78.1%,82.2%,20881,20014
41.L1.5050.S5103,9095.0,8739.0,4778,8511,3000,7883.0,62.8%,35.0%,6830,7537.0,80.2%,88.6%,6596,6303
41.L1.5050.S5104,7604.0,6445.0,3607,5520,4500,5897.0,75.2%,36.5%,5258,5885.0,95.3%,93.4%,5000,4799
41.L1.5050.S5151,0.0,3234.0,232,597,1711,1234.0,0.0%,0.0%,1086,1155.0,18.1%,6.5%,1259,1002
41.L1.5050.S5152,338.0,1506.0,230,350,1005,865.0,0.0%,0.0%,634,691.0,18.9%,2.5%,687,580
41.L1.5050.S5153,662.0,1058.0,336,,344,617.0,97.6%,16.3%,0,685.0,,,0,1536
41.L1.5050.S5154,472.0,806.0,0,,550,435.0,,,0,426.0,,,0,0
41.L1.5050.S5155,112.0,1622.0,68,434,970,586.0,0.0%,0.0%,543,601.0,74.9%,61.6%,616,484
41.L1.5050.U5101,4961.0,6012.0,10098,5993,7000,6751.0,69.3%,66.9%,7845,7024.0,69.1%,82.8%,8154,8450
41.L1.5050.U5102,8336.0,6083.0,3325,6553,5500,7150.0,34.6%,0.0%,5155,5915.0,78.7%,90.3%,4792,4608
41.L1.5050.U5103,14818.0,7260.0,19581,9314,19600,12866.0,99.9%,65.7%,14932,13886.0,39.7%,50.9%,14792,15792
41.L1.5050.U5104,2681.0,2140.0,3085,4477,3070,3600.0,99.5%,83.3%,2721,2635.0,60.8%,58.9%,2714,2790
41.L1.5050.U5151,1268.0,828.0,1757,3699,1122,1245.0,63.9%,70.8%,1380,1284.0,37.3%,34.7%,1383,1457
41.L1.5050.U5152,610.0,1750.0,290,2692,1450,1441.0,0.0%,0.0%,792,883.0,29.4%,32.8%,833,712
41.L1.5050.U5153,3117.0,4599.0,1492,915,3501,3017.0,0.0%,0.0%,2749,3069.0,0.0%,0.0%,2742,2494
41.L1.5050.U5154,4142.0,1285.0,7980,5625,8000,3103.0,99.7%,38.9%,5204,4469.0,92.5%,79.4%,5253,5784
41.L1.5050.U5155,3142.0,1702.0,1249,4088,2255,2383.0,19.5%,9.2%,1764,2031.0,43.2%,49.7%,1597,1578
41.L1.5050.UT552001,8682.0,8321.0,30875,28318,30900,10899.0,99.9%,35.3%,28318,15959.0,100.0%,56.4%,27085,27834
41.L1.5050.UT552002,1952.0,4508.0,2042,3592,3446,2671.0,31.2%,69.2%,2764,2834.0,76.9%,78.9%,2896,2686
41.L1.5050.UT552003,634.0,1027.0,596,994,1159,1729.0,5.5%,0.0%,733,752.0,73.7%,75.7%,751,715
41.L1.5050.UT552004,404.0,1526.0,1440,1449,1232,995.0,85.6%,69.1%,955,1123.0,65.9%,77.5%,618,1348
41.L1.6060.6106,0.0,0.0,0,,0,0.0,,,0,0.0,,,0,0
41.L1.6060.6201,0.0,0.0,0,,0,0.0,,,0,0.0,,,0,0
41.L1.6060.6202,0.0,0.0,0,,0,0.0,,,0,0.0,,,0,0
41.L1.6060.6203,0.0,0.0,0,,0,0.0,,,0,0.0,,,0,0
41.L1.6060.AM6151,3135.0,5114.0,2744,8915,3991,3572.0,54.6%,69.8%,3533,3664.0,39.6%,41.1%,3612,3415
41.L1.6060.AM6153,929.0,1502.0,3637,2137,2043,2499.0,56.2%,68.7%,2455,2023.0,85.1%,94.6%,2619,2773
41.L1.6060.AM6154,5181.0,8599.0,10608,8514,7845,7911.0,74.0%,74.6%,8920,8129.0,95.2%,95.5%,9362,9479
41.L1.6060.AM6155,5211.0,8809.0,5440,9964,7206,6737.0,67.5%,76.2%,6405,6487.0,64.3%,65.1%,6596,6308
41.L1.6060.AM6156,2436.0,1084.0,2228,1372,1376,1345.0,61.8%,60.4%,1926,1916.0,59.6%,60.3%,1848,1947
41.L1.6060.AM6157,1598.0,1115.0,897,1242,1195,1059.0,66.8%,81.9%,1103,1203.0,88.8%,96.9%,1044,1032
41.L1.6060.AS6152,1515.0,2213.0,1783,2561,1898,1804.0,93.6%,98.8%,1858,1837.0,72.5%,71.7%,1906,1867
41.L1.6060.AS6154,2736.0,3142.0,1627,2451,2828,3070.0,26.2%,11.3%,2126,2502.0,86.7%,97.9%,1376,3002
41.L1.6060.AU6151,3789.0,3008.0,3692,6706,3692,4017.0,100.0%,91.2%,3506,3496.0,52.3%,52.1%,3462,3521
41.L1.6060.AU6152,2098.0,1726.0,2113,746,1704,1627.0,80.6%,77.0%,1994,1979.0,0.0%,0.0%,1976,2009
41.L1.6060.AU6153,6354.0,5690.0,1640,3984,5282,4900.0,0.0%,0.0%,3798,4561.0,95.3%,85.5%,3529,3232
41.L1.6060.AU6154,3928.0,6916.0,4347,7217,5665,5329.0,69.7%,77.4%,5034,5064.0,69.8%,70.2%,5204,4982
41.L1.6060.AU6155,3279.0,2885.0,2234,3514,3051,3096.0,63.4%,61.4%,2638,2799.0,75.1%,79.7%,2566,2521
41.L1.6060.AU6156,1018.0,898.0,672,1737,1165,1324.0,26.6%,3.0%,809,863.0,46.6%,49.7%,786,770
41.L1.6060.AU6158,935.0,2553.0,1601,2569,2201,2460.0,62.5%,46.4%,1753,1696.0,68.2%,66.0%,1867,1780
41.L1.6060.M6101,1126.0,1137.0,321,108,1300,1581.0,0.0%,0.0%,108,861.0,100.0%,0.0%,118,108
41.L1.6060.M6102,2252.0,714.0,846,1804,1476,1727.0,25.5%,0.0%,1088,1271.0,60.3%,70.4%,941,966
41.L1.6060.M6103,1295.0,1832.0,1629,1336,1576,1494.0,96.7%,91.7%,1623,1585.0,78.5%,81.3%,1667,1646
41.L1.6060.M6105,847.0,220.0,438,179,500,685.0,85.8%,43.7%,179,502.0,100.0%,0.0%,116,197
41.L1.6060.M6106,1958.0,1007.0,2519,1268,1400,1239.0,55.6%,49.2%,1953,1828.0,46.0%,55.8%,1934,2057
41.L1.6060.M6151,534.0,81.0,349,411,200,755.0,57.3%,0.0%,411,321.0,100.0%,78.2%,206,349
41.L1.6060.M6152,3086.0,2009.0,609,2252,2800,3174.0,0.0%,0.0%,1524,1901.0,67.7%,84.4%,1346,1252
41.L1.6060.M6153,1084.0,539.0,59,570,698,713.0,0.0%,0.0%,408,561.0,71.6%,98.4%,330,299
41.L1.6060.M6154,731.0,148.0,1,71,318,334.0,0.0%,0.0%,191,293.0,0.0%,0.0%,125,120
41.L1.6060.M6155,253.0,111.0,54,75,369,517.0,0.0%,0.0%,75,139.0,100.0%,14.2%,38,64
41.L1.6060.M6156,1070.0,1076.0,102,470,1384,1590.0,0.0%,0.0%,588,749.0,74.9%,40.6%,540,467
41.L1.6060.M6157,315.0,932.0,711,807,906,991.0,72.6%,60.6%,698,653.0,86.5%,80.9%,749,726
41.L1.6060.MS663001,1605.0,4633.0,2311,4635,3933,4319.0,29.8%,13.1%,2866,2850.0,61.8%,61.5%,3053,2848
41.L1.6060.MS663002,4938.0,7636.0,5194,9199,7803,9991.0,49.8%,7.6%,5875,5923.0,63.9%,64.4%,6023,5813
41.L1.6060.MS663003,2811.0,3262.0,1923,2427,3208,3383.0,33.2%,24.1%,2502,2665.0,96.9%,90.2%,2480,2375
41.L1.6060.MS663004,6779.0,10323.0,7836,6898,9238,9068.0,82.1%,84.3%,8371,8313.0,78.6%,79.5%,8601,8379
41.L1.6060.MS663005,1310.0,3008.0,1906,1451,2393,2091.0,74.4%,90.3%,2117,2075.0,54.1%,57.0%,2232,2132
41.L1.6060.MT663001,6758.0,5430.0,10883,9488,5907,6135.0,54.3%,56.4%,8422,7690.0,88.8%,81.1%,8562,8984
41.L1.6060.MT663002,8744.0,12425.0,13081,14596,11199,10792.0,85.6%,82.5%,12017,11417.0,82.3%,78.2%,12418,12430
41.L1.6060.MT663003,7238.0,2818.0,6601,7160,6514,5382.0,98.7%,81.5%,4719,5552.0,65.9%,77.5%,3054,6663
41.L1.6060.MT663004,10276.0,5955.0,15062,14105,15100,8853.0,99.7%,58.8%,11373,10431.0,80.6%,74.0%,11396,12122
41.L1.6060.MT663005,2074.0,1506.0,3126,4363,1805,2124.0,57.7%,67.9%,2430,2235.0,55.7%,51.2%,2454,2581
41.L1.6060.S6101,77.0,332.0,113,24,282,291.0,0.0%,0.0%,24,174.0,100.0%,0.0%,12,20
41.L1.6060.S6102,366.0,497.0,785,324,591,676.0,75.3%,86.1%,615,549.0,10.2%,30.5%,642,662
41.L1.6060.S6103,352.0,244.0,401,758,304,327.0,75.8%,81.5%,344,332.0,45.4%,43.8%,341,354
41.L1.6060.S6104,536.0,228.0,578,842,775,375.0,65.9%,64.9%,465,447.0,55.2%,53.1%,452,481
41.L1.6060.S6151,254.0,897.0,1435,1487,773,798.0,53.9%,55.6%,1037,862.0,69.7%,58.0%,1128,1162
41.L1.6060.S6152,260.0,212.0,110,360,187,163.0,30.0%,52.1%,171,194.0,47.5%,53.9%,161,154
41.L1.6060.S6153,0.0,0.0,0,882,0,39.0,,,0,0.0,0.0%,0.0%,0,0
41.L1.6060.S6154,85.0,302.0,0,,260,268.0,,,0,129.0,,,0,0
41.L1.6060.S6155,114.0,1848.0,632,553,1198,1261.0,10.4%,0.5%,735,865.0,67.1%,43.6%,476,1038
41.L1.6060.S6156,23.0,150.0,20,1389,121,123.0,0.0%,0.0%,60,64.0,4.3%,4.6%,66,55
41.L1.6060.S6157,1727.0,385.0,519,3013,762,790.0,53.2%,47.8%,720,877.0,23.9%,29.1%,593,616
41.L1.6060.U6101,594.0,1270.0,1727,396,1150,1173.0,66.6%,67.9%,1363,1197.0,0.0%,0.0%,1454,1481
41.L1.6060.U6102,309.0,626.0,1226,1132,550,490.0,44.9%,40.0%,863,720.0,76.2%,63.6%,924,966
41.L1.6060.U6103,64.0,288.0,288,456,412,532.0,56.9%,15.3%,243,213.0,53.3%,46.8%,266,264
41.L1.6060.U6104,2020.0,2206.0,13,1089,1700,1737.0,0.0%,0.0%,1072,1413.0,98.4%,70.2%,981,815
41.L1.6060.U6105,264.0,528.0,272,25,380,337.0,60.3%,76.0%,25,355.0,100.0%,0.0%,82,261
41.L1.6060.U6151,779.0,201.0,76,274,300,507.0,0.0%,0.0%,254,352.0,92.7%,71.5%,190,186
41.L1.6060.U6152,826.0,236.0,279,53,350,366.0,74.6%,68.8%,53,447.0,100.0%,0.0%,34,105
41.L1.6060.U6153,884.0,649.0,291,,500,534.0,28.2%,16.5%,0,608.0,,,0,0
41.L1.6060.U6154,35.0,75.0,4,115,100,148.0,0.0%,0.0%,32,38.0,27.8%,33.0%,32,26
41.L1.6060.U6155,573.0,1017.0,796,778,800,805.0,99.5%,98.9%,818,795.0,94.9%,97.8%,851,830
41.L1.6060.U6156,673.0,927.0,719,507,973,1047.0,64.7%,54.4%,772,773.0,47.7%,47.5%,787,769
41.L1.6060.U6157,596.0,576.0,1224,458,672,733.0,54.9%,59.9%,904,799.0,2.6%,25.6%,934,983
41.L1.6060.U6158,1420.0,823.0,81,484,990,1002.0,0.0%,0.0%,571,775.0,82.0%,39.9%,474,424
41.L1.6060.UT663001,9290.0,10921.0,16976,9779,17000,6739.0,99.9%,39.7%,10536,12396.0,92.3%,73.2%,6818,14875
41.L1.6060.UT663002,3167.0,3790.0,8977,5861,9000,2439.0,99.7%,27.2%,5861,5311.0,100.0%,90.6%,6589,6609
41.L1.6060.UT663003,2954.0,3042.0,3879,5314,2738,2007.0,70.6%,51.7%,5314,3292.0,100.0%,61.9%,4656,4776
41.L1.6060.UT663004,14513.0,10948.0,11865,10968,13062,8490.0,89.9%,71.6%,10576,12442.0,96.4%,86.6%,6843,14930
41.L1.6060.UT663005,1015.0,1144.0,3965,3245,1030,720.0,26.0%,18.2%,3245,2041.0,100.0%,62.9%,3251,3321
41.L1.8080.MS883001,867.0,2197.0,1334,461,1590,1059.0,80.8%,79.4%,1500,1466.0,0.0%,0.0%,1590,1512
41.L1.8080.MS883002,1907.0,4131.0,2680,3861,3206,2530.0,80.4%,94.4%,3861,2906.0,100.0%,75.3%,3534,3547
41.L1.8080.MS883003,459.0,803.0,424,682,635,472.0,50.2%,88.6%,545,562.0,79.9%,82.4%,560,528
41.L1.8080.MS883004,3585.0,559.0,1551,2443,1468,1571.0,94.6%,98.7%,2443,1898.0,100.0%,77.7%,1588,2687
41.L1.8080.MS883006,378.0,785.0,876,1380,706,435.0,80.6%,49.6%,1380,680.0,100.0%,49.3%,1169,1203
41.L1.8080.MT883001,2042.0,2086.0,3896,3755,1877,1596.0,48.2%,41.0%,3755,2675.0,100.0%,71.2%,3630,3694
41.L1.8080.MT883002,2969.0,2859.0,3850,5608,2826,2677.0,73.4%,69.5%,5608,3226.0,100.0%,57.5%,4806,4951
41.L1.8080.MT883003,761.0,1220.0,1551,811,1098,872.0,70.8%,56.2%,1001,1177.0,76.6%,54.8%,648,1413
41.L1.8080.MT883004,2524.0,3711.0,4605,3887,3340,2654.0,72.5%,57.6%,3071,3613.0,79.0%,93.0%,1987,4336
41.L1.8080.MT883006,1238.0,1460.0,2485,1447,1373,1317.0,55.3%,53.0%,1928,1728.0,66.8%,80.6%,2002,2076
41.L1.8080.UT883001,3174.0,2739.0,3546,3733,2857,2355.0,80.6%,66.4%,2680,3153.0,71.8%,84.5%,1734,3784
41.L1.8080.UT883002,533.0,2041.0,3273,3593,1837,1218.0,56.1%,37.2%,3593,1949.0,100.0%,54.2%,3342,3410
41.L1.8080.UT883003,270.0,1446.0,1272,1808,1301,901.0,97.7%,70.8%,1808,996.0,100.0%,55.1%,1611,1636
41.L1.8080.UT883004,2947.0,1285.0,3382,3869,2652,1990.0,78.4%,58.8%,2157,2538.0,55.8%,65.6%,1396,3046
41.L1.8080.UT883006,819.0,361.0,1908,684,737,487.0,38.6%,25.5%,875,1029.0,72.1%,49.5%,566,1235
46.L1.4080.USC4804,24.0,0.0,6,,0,160.0,0.0%,0.0%,0,10.0,,,0,1
46.L1.4080.USC4804D,0.0,0.0,0,,0,2.0,,,0,0.0,,,0,0
46.L1.4080.USC4804V,0.0,0.0,0,,0,14.0,,,0,0.0,,,0,0
46.L1.4080.USC4806,162.0,403.0,0,,250,222.0,,,0,188.0,,,0,0
46.L1.4080.USC4806D,0.0,0.0,12,,0,0.0,0.0%,0.0%,6,4.0,,,7,8
46.L1.4080.USC4806V,40.0,0.0,32,5,12,13.0,37.5%,41.7%,24,24.0,0.0%,0.0%,22,25
46.L1.4080.USC4808,311.0,375.0,330,,336,321.0,98.2%,97.2%,0,339.0,,,0,50
46.L1.4080.USC4808D,0.0,0.0,0,,0,0.0,,,0,0.0,,,0,0
46.L1.4080.USC4808V,0.0,0.0,4,,0,0.0,0.0%,0.0%,2,1.0,,,2,2
46.L1.4080.USC4809,536.0,153.0,0,574,400,680.0,,,153,230.0,26.7%,40.0%,107,99
46.L1.4080.USC4809D,0.0,8.0,0,,4,3.0,,,2,3.0,,,3,2
46.L1.4080.USC4809V,0.0,0.0,0,66,0,0.0,,,0,0.0,0.0%,0.0%,0,0
47.L1.3060.FP936601,3759.0,2743.0,148,176,2948,2915.0,0.0%,0.0%,176,2217.0,100.0%,0.0%,89,194
47.L1.3060.FP936601D,66.0,58.0,5,14,53,48.0,0.0%,0.0%,33,43.0,0.0%,0.0%,30,26
47.L1.3060.FP936601V,56.0,348.0,0,22,200,150.0,,,116,135.0,0.0%,0.0%,128,99
47.L1.3060.FP936604,32.0,291.0,269,,183,154.0,68.0%,57.1%,0,197.0,,,0,40
47.L1.3060.FP936604D,0.0,0.0,71,,0,8.0,0.0%,11.7%,36,24.0,,,39,44
47.L1.3060.FP936605,352.0,98.0,409,115,178,189.0,43.5%,46.3%,115,286.0,100.0%,0.0%,75,204
47.L1.3060.FP936606,528.0,543.0,1541,,482,444.0,31.3%,28.8%,0,871.0,,,0,770
47.L1.3060.FP936606D,41.0,56.0,380,120,515,60.0,64.5%,15.8%,41,159.0,34.2%,67.5%,27,58
47.L1.3060.FP936607,118.0,335.0,1054,,1391,206.0,68.0%,19.5%,0,502.0,,,0,527
47.L1.3060.FP936608,151.0,407.0,400,450,258,201.0,64.5%,50.2%,352,319.0,78.2%,71.0%,377,374
47.L1.3060.FP936608D,0.0,0.0,1,3,0,3.0,0.0%,0.0%,0,0.0,0.0%,11.1%,0,0
47.L1.3060.FP936608V,0.0,17.0,80,89,8,6.0,10.0%,7.1%,45,32.0,50.6%,36.3%,50,54
47.L1.3060.FP936610,265.0,521.0,233,653,521,563.0,0.0%,0.0%,326,340.0,49.9%,52.0%,337,313
47.L1.3060.FP936610D,0.0,0.0,8,32,0,89.0,0.0%,0.0%,4,3.0,12.5%,8.3%,4,5
47.L1.3060.FP936611,309.0,194.0,1126,419,511,466.0,45.4%,41.4%,214,543.0,51.1%,70.4%,138,302
47.L1.3060.FP936612,2.0,0.0,2,189,38,63.0,0.0%,0.0%,189,1.0,100.0%,0.7%,94,161
47.L1.3060.FP936612D,0.0,1.0,6,,2,2.0,33.3%,38.9%,3,2.0,,,4,4
47.L1.3060.FP936613,0.0,0.0,0,1,0,0.0,,,0,0.0,0.0%,0.0%,0,0
47.L1.4080.FP948601,0.0,0.0,0,,0,0.0,,,0,0.0,,,0,0
47.L1.4080.FP948601D,0.0,104.0,0,,52,35.0,,,31,35.0,,,36,27
47.L1.4080.FP948601V,0.0,0.0,0,,0,0.0,,,0,0.0,,,0,0
47.L1.4080.FP948602,1035.0,89.0,181,,355,375.0,3.9%,0.0%,0,435.0,,,0,0
47.L1.4080.FP948602D,0.0,0.0,0,,0,0.0,,,0,0.0,,,0,0
47.L1.4080.FP948602V,130.0,37.0,17,,66,69.0,0.0%,0.0%,46,61.0,,,36,35
47.L1.4080.FP948603,165.0,12.0,100,,64,74.0,64.0%,74.0%,0,92.0,,,0,15
47.L1.4080.FP948603D,50.0,0.0,0,,62,94.0,,,0,17.0,,,0,0
47.L1.4080.FP948603V,0.0,231.0,102,,116,77.0,86.3%,75.5%,0,111.0,,,0,0
47.L1.4080.FP948604,17.0,0.0,0,,124,204.0,,,0,6.0,,,0,0
47.L1.4080.FP948604D,21.0,0.0,0,,9,12.0,,,0,7.0,,,0,0
47.L1.4080.FP948604V,0.0,0.0,2,,0,52.0,0.0%,0.0%,1,1.0,,,1,1
47.L1.6060.AFP96600,706.0,727.0,498,688,588,500.0,81.9%,99.7%,608,644.0,88.4%,93.6%,599,582
47.L1.6060.AFP96604,139.0,80.0,210,12,172,346.0,81.9%,35.1%,157,143.0,0.0%,0.0%,158,168
47.L1.6060.AFP96607,0.0,0.0,219,190,0,0.0,0.0%,0.0%,110,73.0,57.9%,38.4%,121,137
47.L1.6060.AFP966602,115.0,450.0,917,609,428,188.0,46.7%,20.5%,240,494.0,39.4%,81.1%,155,339
47.L1.6060.AFP966605,56.0,202.0,65,42,125,98.0,7.7%,49.7%,104,108.0,0.0%,0.0%,112,100
47.L1.6060.AFP96666,676.0,740.0,744,706,856,1170.0,84.9%,42.8%,729,720.0,96.7%,98.0%,736,736
47.L1.6060.AFPH966001,0.0,505.0,95,363,252,168.0,0.0%,22.8%,199,200.0,54.8%,55.1%,229,193
47.L1.6060.AFPU966005,0.0,75.0,419,981,52,25.0,12.4%,6.0%,981,165.0,100.0%,16.8%,722,769
47.L1.6060.AFPU966009,630.0,1225.0,1413,423,824,656.0,58.3%,46.4%,1200,1089.0,0.0%,0.0%,1269,1277
47.L1.6060.FP96600,626.0,675.0,126,11,591,543.0,0.0%,0.0%,391,476.0,0.0%,0.0%,368,326
47.L1.6060.FP966605,20.0,173.0,0,19,92,64.0,,,56,64.0,0.0%,0.0%,63,48
47.L1.6060.FPU6666,114.0,4.0,4,143,54,70.0,0.0%,0.0%,26,41.0,18.2%,28.4%,15,16
47.L1.6060.FPU966002,640.0,752.0,254,,643,464.0,0.0%,17.3%,0,549.0,,,0,0
47.L1.6060.FPU966003,730.0,355.0,180,,587,679.0,0.0%,0.0%,0,422.0,,,0,27
47.L1.6060.FPU966009,91.0,90.0,50,70,85,81.0,30.0%,38.0%,70,77.0,100.0%,90.0%,68,65
47.L1.6060.MECO633,122.0,211.0,132,138,161,161.0,78.0%,78.3%,132,155.0,95.7%,87.7%,85,186
47.L1.8080.FP18600,581.0,673.0,2032,877,553,489.0,27.2%,24.0%,1334,1095.0,47.9%,75.1%,1411,1512
47.L1.8080.FP18666,444.0,567.0,839,809,720,758.0,85.8%,90.3%,524,617.0,64.8%,76.2%,339,740
47.L1.8080.FPU188005,0.0,0.0,0,265,0,73.0,,,0,0.0,0.0%,0.0%,0,0
47.L1.8080.FPU188011,1001.0,123.0,0,124,370,389.0,,,237,375.0,8.9%,0.0%,143,143
